transaction_id,Date,location_id,platform_id,game_edition_id,sales_channel_id,retailer_id,release_phase_id,special_event_id,season,units_sold,gross_revenue_usd,average_selling_price_usd,discount_percentage,online_players,story_mode_players,dlc_revenue_usd,holiday_season
GTA5-106655,30/06/2019,88,5,2,2,7,3,8,Summer,624,8580,13.75,31.2,20445,12740,15694.34,0
GTA5-106757,31/07/2019,1,1,1,2,9,3,8,Summer,227,2453.87,10.81,45.9,4825,3406,2029.24,0
GTA5-106721,31/07/2019,2,1,1,2,10,3,8,Summer,494,5014.1,10.15,49.2,8041,5613,4952.4,0
GTA5-106809,31/07/2019,2,1,1,2,7,3,8,Summer,376,5207.6,13.85,30.7,11021,5866,6220.87,0
GTA5-106801,31/07/2019,3,4,2,2,9,3,8,Summer,135,1902.15,14.09,29.5,4859,2367,1850.17,0
GTA5-106799,31/07/2019,4,4,2,2,7,3,8,Summer,1996,20538.84,10.29,48.5,41274,20377,20214.65,0
GTA5-106798,31/07/2019,5,5,3,2,8,3,8,Summer,831,9797.49,11.79,41,25973,11822,19743.8,0
GTA5-106804,31/07/2019,6,4,1,2,9,3,8,Summer,196,1630.72,8.32,58.4,6479,2248,4252.25,0
GTA5-106795,31/07/2019,7,3,2,2,11,3,8,Summer,319,3177.24,9.96,50.2,6907,3468,4807.93,0
GTA5-106789,31/07/2019,8,5,2,2,10,3,8,Summer,366,5618.1,15.35,23.2,10691,4548,4056.8,0
GTA5-106802,31/07/2019,9,2,1,2,10,3,8,Summer,551,6198.75,11.25,43.7,18616,7918,17526.27,0
GTA5-106720,31/07/2019,10,5,2,2,7,3,8,Summer,1056,10739.52,10.17,49.1,43319,20126,17057.61,0
GTA5-106808,31/07/2019,10,3,2,2,8,3,8,Summer,1100,13915,12.65,36.7,27187,12732,11622.72,0
GTA5-106760,31/07/2019,11,3,3,2,9,3,8,Summer,272,3342.88,12.29,38.5,12310,4559,5796.93,0
GTA5-106790,31/07/2019,12,1,2,2,9,3,8,Summer,69,692.07,10.03,49.8,1410,1011,773.82,0
GTA5-106718,31/07/2019,13,5,2,2,11,3,8,Summer,1744,19724.64,11.31,43.4,38181,24483,40797.47,0
GTA5-106806,31/07/2019,13,3,2,2,8,3,8,Summer,1583,16637.33,10.51,47.4,33403,20028,23638.33,0
GTA5-106722,31/07/2019,14,1,2,2,8,3,8,Summer,180,1569.6,8.72,56.4,8251,3852,7005.15,0
GTA5-106810,31/07/2019,14,4,1,2,10,3,8,Summer,356,3905.32,10.97,45.1,8135,3990,5857.39,0
GTA5-106741,31/07/2019,15,5,1,2,7,3,8,Summer,3475,37147.75,10.69,46.5,78040,40567,55435.5,0
GTA5-106811,31/07/2019,16,3,2,2,8,3,8,Summer,383,4293.43,11.21,43.9,10153,6097,4815.83,0
GTA5-106723,31/07/2019,16,2,2,2,7,3,8,Summer,318,2505.84,7.88,60.6,6465,3479,2603.42,0
GTA5-106743,31/07/2019,17,2,2,2,8,3,8,Summer,200,2638,13.19,34,8482,3294,8991.62,0
GTA5-106774,31/07/2019,18,4,3,2,8,3,8,Summer,139,1402.51,10.09,49.5,5203,4200,3914.75,0
GTA5-106779,31/07/2019,19,5,3,2,9,3,8,Summer,957,9550.86,9.98,50.1,15646,12212,11121.18,0
GTA5-106736,31/07/2019,20,3,4,2,8,3,8,Summer,773,8433.43,10.91,45.4,28721,10226,16116.62,0
GTA5-106726,31/07/2019,21,1,2,1,5,3,8,Summer,114,964.44,8.46,57.7,2480,1122,1907.19,0
GTA5-106814,31/07/2019,21,4,3,2,8,3,8,Summer,126,1843.38,14.63,26.8,2919,1623,1508.21,0
GTA5-106763,31/07/2019,22,5,1,2,8,3,8,Summer,634,6561.9,10.35,48.2,16446,7033,7676.04,0
GTA5-106747,31/07/2019,23,2,1,2,9,3,8,Summer,258,2794.14,10.83,45.8,5366,1958,2147.33,0
GTA5-106784,31/07/2019,24,3,2,2,7,3,8,Summer,188,1669.44,8.88,55.6,4723,3147,1367.76,0
GTA5-106750,31/07/2019,25,4,2,2,7,3,8,Summer,48,745.44,15.53,22.3,1462,1089,946.3,0
GTA5-106737,31/07/2019,26,5,2,2,11,3,8,Summer,663,6311.76,9.52,52.4,18083,13917,8935.18,0
GTA5-106729,31/07/2019,27,2,1,2,7,3,8,Summer,1300,14339,11.03,44.8,44062,16066,16623.07,0
GTA5-106786,31/07/2019,28,4,1,2,11,3,8,Summer,155,1777.85,11.47,42.6,4505,2540,1933.88,0
GTA5-106728,31/07/2019,29,2,2,2,7,3,8,Summer,1808,12909.12,7.14,64.3,61399,27003,16100.93,0
GTA5-106768,31/07/2019,30,2,1,2,11,3,8,Summer,186,2457.06,13.21,33.9,5057,1805,2402.8,0
GTA5-106759,31/07/2019,31,5,2,2,8,3,8,Summer,571,4351.02,7.62,61.9,16129,8348,13309.77,0
GTA5-106751,31/07/2019,32,5,2,2,11,3,8,Summer,1343,18439.39,13.73,31.3,20549,16627,11527.34,0
GTA5-106778,31/07/2019,33,1,1,2,9,3,8,Summer,335,3276.3,9.78,51.1,10354,3764,11942.46,0
GTA5-106791,31/07/2019,34,3,2,2,11,3,8,Summer,266,3263.82,12.27,38.6,7551,2631,6967.71,0
GTA5-106765,31/07/2019,35,5,2,2,8,3,8,Summer,1972,18024.08,9.14,54.3,34821,22270,37728,0
GTA5-106800,31/07/2019,36,3,1,1,6,3,8,Summer,1045,10460.45,10.01,49.9,28846,20323,13565.32,0
GTA5-106752,31/07/2019,37,5,1,2,8,3,8,Summer,354,3862.14,10.91,45.4,5575,2899,1664.49,0
GTA5-106761,31/07/2019,38,1,2,2,7,3,8,Summer,483,4211.76,8.72,56.4,14222,5026,7513.63,0
GTA5-106742,31/07/2019,39,4,2,2,9,3,8,Summer,526,5549.3,10.55,47.2,22498,8892,9914.92,0
GTA5-106730,31/07/2019,40,3,2,2,11,3,8,Summer,1723,20038.49,11.63,41.8,55305,19941,41672.89,0
GTA5-106772,31/07/2019,41,5,2,2,9,3,8,Summer,2839,20156.9,7.1,64.5,63287,39488,69383.25,0
GTA5-106785,31/07/2019,42,5,2,2,11,3,8,Summer,248,2661.04,10.73,46.3,8393,3158,3072.86,0
GTA5-106748,31/07/2019,43,1,4,2,11,3,8,Summer,303,2454.3,8.1,59.5,6856,5102,2525.08,0
GTA5-106770,31/07/2019,44,4,3,2,9,3,8,Summer,254,2755.9,10.85,45.7,5824,3881,2686.33,0
GTA5-106766,31/07/2019,45,5,2,2,8,3,8,Summer,636,5062.56,7.96,60.2,11672,9434,6190.58,0
GTA5-106749,31/07/2019,46,5,1,2,8,3,8,Summer,291,3628.77,12.47,37.6,12815,5916,10546.22,0
GTA5-106755,31/07/2019,47,2,2,2,8,3,8,Summer,150,1690.5,11.27,43.6,2404,1902,1751.97,0
GTA5-106780,31/07/2019,48,4,2,2,9,3,8,Summer,343,2538.2,7.4,63,7359,3083,6740.03,0
GTA5-106794,31/07/2019,49,4,1,2,8,3,8,Summer,194,2892.54,14.91,25.4,6916,4552,4260.11,0
GTA5-106792,31/07/2019,50,5,2,2,7,3,8,Summer,1018,9956.04,9.78,51.1,29105,15820,22955.22,0
GTA5-106719,31/07/2019,51,4,1,2,10,3,8,Summer,796,8365.96,10.51,47.4,20359,10552,17899.63,0
GTA5-106807,31/07/2019,51,4,2,2,10,3,8,Summer,661,7859.29,11.89,40.5,26093,12091,13739.07,0
GTA5-106740,31/07/2019,52,2,1,2,11,3,8,Summer,289,3332.17,11.53,42.3,6776,3082,4703.32,0
GTA5-106767,31/07/2019,53,3,1,2,8,3,8,Summer,141,1555.23,11.03,44.8,3623,1465,3322.57,0
GTA5-106782,31/07/2019,54,2,2,2,9,3,8,Summer,70,783.3,11.19,44,2136,952,1514.45,0
GTA5-106732,31/07/2019,55,1,2,2,8,3,8,Summer,674,8512.62,12.63,36.8,18722,10599,9319.96,0
GTA5-106788,31/07/2019,56,4,2,2,8,3,8,Summer,847,9613.45,11.35,43.2,18595,8468,8994.42,0
GTA5-106739,31/07/2019,57,3,1,2,11,3,8,Summer,530,5151.6,9.72,51.4,15639,10989,5509.51,0
GTA5-106735,31/07/2019,58,5,2,2,7,3,8,Summer,744,8667.6,11.65,41.7,23865,14442,8388.29,0
GTA5-106775,31/07/2019,59,5,2,2,11,3,8,Summer,260,3127.8,12.03,39.8,10183,7796,4170.95,0
GTA5-106793,31/07/2019,60,4,3,2,8,3,8,Summer,382,4519.06,11.83,40.8,11228,5919,4419.31,0
GTA5-106724,31/07/2019,61,3,2,2,7,3,8,Summer,221,2892.89,13.09,34.5,5071,2801,2095.65,0
GTA5-106812,31/07/2019,61,4,2,2,8,3,8,Summer,222,1949.16,8.78,56.1,7483,4030,5017.24,0
GTA5-106745,31/07/2019,62,2,2,2,7,3,8,Summer,498,4760.88,9.56,52.2,16084,7732,8169.48,0
GTA5-106733,31/07/2019,63,3,2,2,8,3,8,Summer,1128,14404.56,12.77,36.1,27857,19668,12302.24,0
GTA5-106787,31/07/2019,64,4,2,2,8,3,8,Summer,419,3670.44,8.76,56.2,16804,5827,9194.67,0
GTA5-106776,31/07/2019,65,3,2,2,9,3,8,Summer,511,5861.17,11.47,42.6,14062,8045,8172.21,0
GTA5-106744,31/07/2019,66,5,2,2,9,3,8,Summer,812,9817.08,12.09,39.5,19362,7558,15488.79,0
GTA5-106769,31/07/2019,67,5,2,2,9,3,8,Summer,1591,17516.91,11.01,44.9,44827,22969,23836.75,0
GTA5-106797,31/07/2019,68,3,2,2,11,3,8,Summer,1131,12836.85,11.35,43.2,29688,15220,26161.21,0
GTA5-106764,31/07/2019,69,5,1,2,8,3,8,Summer,389,5193.15,13.35,33.2,12576,5093,7539.08,0
GTA5-106781,31/07/2019,70,3,1,2,8,3,8,Summer,913,11659.01,12.77,36.1,29030,12333,12186.97,0
GTA5-106773,31/07/2019,71,3,2,2,7,3,8,Summer,419,4089.44,9.76,51.2,9300,5773,4100.31,0
GTA5-106771,31/07/2019,72,3,1,2,11,3,8,Summer,466,4906.98,10.53,47.3,8839,5886,5422.1,0
GTA5-106762,31/07/2019,73,2,3,2,9,3,8,Summer,427,4701.27,11.01,44.9,13457,9840,10909.46,0
GTA5-106796,31/07/2019,74,4,1,2,9,3,8,Summer,1678,20287.02,12.09,39.5,37591,14594,21674.42,0
GTA5-106731,31/07/2019,75,3,2,2,11,3,8,Summer,1694,22513.26,13.29,33.5,49427,18668,44362.43,0
GTA5-106758,31/07/2019,76,1,4,2,10,3,8,Summer,158,1790.14,11.33,43.3,3958,2422,3761.11,0
GTA5-106734,31/07/2019,77,3,1,2,10,3,8,Summer,873,7525.26,8.62,56.9,22987,15797,22923.91,0
GTA5-106738,31/07/2019,78,3,3,2,9,3,8,Summer,1172,12036.44,10.27,48.6,18096,14356,11231.26,0
GTA5-106803,31/07/2019,79,4,1,2,7,3,8,Summer,881,12695.21,14.41,27.9,25472,14089,12399.84,0
GTA5-106783,31/07/2019,80,4,2,1,4,3,8,Summer,682,8668.22,12.71,36.4,19228,9402,9884.42,0
GTA5-106746,31/07/2019,81,1,2,2,10,3,8,Summer,141,1411.41,10.01,49.9,4120,1893,2395.19,0
GTA5-106756,31/07/2019,82,2,2,2,11,3,8,Summer,497,6187.65,12.45,37.7,17140,6013,12454.89,0
GTA5-106753,31/07/2019,83,5,1,2,10,3,8,Summer,541,6161.99,11.39,43,12238,6040,8842.85,0
GTA5-106754,31/07/2019,84,3,2,2,9,3,8,Summer,938,9708.3,10.35,48.2,41360,14373,18035.87,0
GTA5-106727,31/07/2019,85,5,4,2,7,3,8,Summer,2298,23554.5,10.25,48.7,69084,38187,43835.55,0
GTA5-106717,31/07/2019,86,3,1,2,11,3,8,Summer,3789,38609.91,10.19,49,120501,84774,83758.33,0
GTA5-106805,31/07/2019,86,4,2,2,11,3,8,Summer,4971,56023.17,11.27,43.6,106723,60499,68173.28,0
GTA5-106813,31/07/2019,87,2,2,2,8,3,8,Summer,94,862.92,9.18,54.1,2786,2003,1319.99,0
GTA5-106725,31/07/2019,87,4,1,2,9,3,8,Summer,87,990.93,11.39,43,3183,2009,1231.28,0
GTA5-106777,31/07/2019,88,2,2,2,7,3,8,Summer,352,3685.44,10.47,47.6,12781,5875,5534.29,0
GTA5-106850,31/08/2019,1,2,2,2,10,3,9,Summer,156,1595.88,10.23,48.8,6435,2633,3326.88,0
GTA5-106907,31/08/2019,2,5,2,2,7,3,9,Summer,381,5017.77,13.17,34.1,10948,8229,6230.74,0
GTA5-106819,31/08/2019,2,3,2,2,8,3,9,Summer,774,5758.56,7.44,62.8,12847,5997,9064.74,0
GTA5-106851,31/08/2019,3,5,1,2,9,3,9,Summer,191,2377.95,12.45,37.7,4140,3219,3798.56,0
GTA5-106846,31/08/2019,4,3,2,2,9,3,9,Summer,2025,17212.5,8.5,57.5,37570,18934,31130.58,0
GTA5-106863,31/08/2019,5,5,2,2,10,3,9,Summer,879,8649.36,9.84,50.8,16978,13818,17091.16,0
GTA5-106884,31/08/2019,6,5,3,2,8,3,9,Summer,410,4333.7,10.57,47.1,7364,5923,4544.96,0
GTA5-106856,31/08/2019,7,5,2,2,7,3,9,Summer,412,3848.08,9.34,53.3,9973,3503,5691.29,0
GTA5-106900,31/08/2019,8,4,1,2,10,3,9,Summer,327,4260.81,13.03,34.8,7631,3038,3388.44,0
GTA5-106865,31/08/2019,9,2,2,2,11,3,9,Summer,442,6280.82,14.21,28.9,13650,10065,14377.27,0
GTA5-106818,31/08/2019,10,3,2,2,8,3,9,Summer,1301,17290.29,13.29,33.5,39512,14047,17936.22,0
GTA5-106906,31/08/2019,10,4,3,2,11,3,9,Summer,1168,12929.76,11.07,44.6,35403,11986,21890.01,0
GTA5-106857,31/08/2019,11,3,2,2,8,3,9,Summer,415,4984.15,12.01,39.9,12238,5249,12068.09,0
GTA5-106875,31/08/2019,12,3,2,1,2,3,9,Summer,78,1053.78,13.51,32.4,1844,1182,1579.08,0
GTA5-106816,31/08/2019,13,5,4,2,8,3,9,Summer,1039,14743.41,14.19,29,33416,18072,24410.11,0
GTA5-106904,31/08/2019,13,1,2,2,10,3,9,Summer,970,11455.7,11.81,40.9,25107,20184,11008.49,0
GTA5-106820,31/08/2019,14,2,2,2,10,3,9,Summer,306,2766.24,9.04,54.8,6237,4093,2882.8,0
GTA5-106908,31/08/2019,14,4,2,2,7,3,9,Summer,308,4062.52,13.19,34,7443,5005,5990.27,0
GTA5-106895,31/08/2019,15,2,3,2,7,3,9,Summer,1549,14095.9,9.1,54.5,41985,18761,37353.97,0
GTA5-106821,31/08/2019,16,4,3,2,8,3,9,Summer,317,3325.33,10.49,47.5,9317,4292,10215.8,0
GTA5-106909,31/08/2019,16,4,2,2,9,3,9,Summer,351,3418.74,9.74,51.3,9094,3609,8139.15,0
GTA5-106855,31/08/2019,17,5,2,2,11,3,9,Summer,383,5120.71,13.37,33.1,7195,5120,3474.62,0
GTA5-106902,31/08/2019,18,2,2,2,8,3,9,Summer,162,1861.38,11.49,42.5,3247,2162,3197.64,0
GTA5-106896,31/08/2019,19,1,2,2,9,3,9,Summer,632,5675.36,8.98,55.1,14792,7601,6431.34,0
GTA5-106834,31/08/2019,20,3,2,2,9,3,9,Summer,768,10867.2,14.15,29.2,25548,11093,15266.64,0
GTA5-106824,31/08/2019,21,1,2,2,11,3,9,Summer,101,1309.97,12.97,35.1,2582,996,1527.44,0
GTA5-106912,31/08/2019,21,4,1,2,11,3,9,Summer,95,1291.05,13.59,32,2550,1241,2315.09,0
GTA5-106840,31/08/2019,22,2,2,2,10,3,9,Summer,462,3474.24,7.52,62.4,10438,8411,7768.66,0
GTA5-106885,31/08/2019,23,1,1,2,10,3,9,Summer,213,2447.37,11.49,42.5,6295,2682,3228.34,0
GTA5-106886,31/08/2019,24,2,2,2,11,3,9,Summer,116,1309.64,11.29,43.5,4315,2012,1898.9,0
GTA5-106859,31/08/2019,25,5,4,2,9,3,9,Summer,88,858.88,9.76,51.2,2611,1321,2400,0
GTA5-106835,31/08/2019,26,5,1,2,11,3,9,Summer,633,7551.69,11.93,40.3,21535,7305,14715.93,0
GTA5-106827,31/08/2019,27,3,2,2,10,3,9,Summer,1694,20582.1,12.15,39.2,66245,37583,46784.85,0
GTA5-106842,31/08/2019,28,2,4,2,11,3,9,Summer,144,1464.48,10.17,49.1,4350,2337,4646.67,0
GTA5-106826,31/08/2019,29,1,2,2,8,3,9,Summer,2120,17172,8.1,59.5,40877,30470,20087.63,0
GTA5-106854,31/08/2019,30,5,2,2,10,3,9,Summer,239,2942.09,12.31,38.4,5495,4133,4907.75,0
GTA5-106877,31/08/2019,31,4,2,2,8,3,9,Summer,466,4501.56,9.66,51.7,8201,5043,5391.95,0
GTA5-106839,31/08/2019,32,5,2,2,8,3,9,Summer,857,9812.65,11.45,42.7,35085,19255,33334.41,0
GTA5-106897,31/08/2019,33,4,4,1,1,3,9,Summer,463,5755.09,12.43,37.8,11657,8481,9488.42,0
GTA5-106880,31/08/2019,34,5,1,2,9,3,9,Summer,346,4259.26,12.31,38.4,10546,3959,6178.57,0
GTA5-106883,31/08/2019,35,1,2,2,7,3,9,Summer,1412,17268.76,12.23,38.8,31645,13955,22072.28,0
GTA5-106844,31/08/2019,36,4,1,2,8,3,9,Summer,682,6288.04,9.22,53.9,13894,8726,6778.62,0
GTA5-106881,31/08/2019,37,2,2,2,11,3,9,Summer,127,1469.39,11.57,42.1,4621,2904,2909.93,0
GTA5-106861,31/08/2019,38,2,2,2,10,3,9,Summer,467,5692.73,12.19,39,9598,6263,3757.56,0
GTA5-106872,31/08/2019,39,2,4,2,7,3,9,Summer,533,5985.59,11.23,43.8,17270,7211,10820.28,0
GTA5-106828,31/08/2019,40,1,2,2,9,3,9,Summer,839,12089.99,14.41,27.9,26902,12162,28635.34,0
GTA5-106866,31/08/2019,41,1,2,2,9,3,9,Summer,2063,23167.49,11.23,43.8,50970,22500,44349.29,0
GTA5-106853,31/08/2019,42,4,1,2,11,3,9,Summer,194,2783.9,14.35,28.2,5869,3817,5777.87,0
GTA5-106841,31/08/2019,43,1,1,2,10,3,9,Summer,460,3891.6,8.46,57.7,6578,3620,3675.38,0
GTA5-106898,31/08/2019,44,3,2,2,7,3,9,Summer,299,3202.29,10.71,46.4,9146,3171,7645.59,0
GTA5-106871,31/08/2019,45,4,2,1,3,3,9,Summer,413,5232.71,12.67,36.6,9749,5028,10987.84,0
GTA5-106864,31/08/2019,46,4,2,2,10,3,9,Summer,346,2837.2,8.2,59,5192,3461,1508.66,0
GTA5-106848,31/08/2019,47,4,2,2,9,3,9,Summer,266,2628.08,9.88,50.6,6951,2374,5158.12,0
GTA5-106892,31/08/2019,48,2,2,2,8,3,9,Summer,366,3663.66,10.01,49.9,3944,2865,2174.13,0
GTA5-106874,31/08/2019,49,5,1,2,9,3,9,Summer,380,3587.2,9.44,52.8,10335,7109,5217.66,0
GTA5-106869,31/08/2019,50,3,2,2,7,3,9,Summer,849,8990.91,10.59,47,17314,10259,11967.02,0
GTA5-106905,31/08/2019,51,5,4,2,9,3,9,Summer,1038,14044.14,13.53,32.3,23037,12833,12554.91,0
GTA5-106817,31/08/2019,51,3,1,2,11,3,9,Summer,1333,12983.42,9.74,51.3,18915,7868,11177.04,0
GTA5-106888,31/08/2019,52,3,2,2,9,3,9,Summer,408,5299.92,12.99,35,11547,6022,3754.18,0
GTA5-106847,31/08/2019,53,4,2,2,7,3,9,Summer,151,1946.39,12.89,35.5,3070,1624,1171.27,0
GTA5-106894,31/08/2019,54,1,2,2,9,3,9,Summer,101,1206.95,11.95,40.2,1832,1432,794.15,0
GTA5-106830,31/08/2019,55,5,2,2,7,3,9,Summer,1289,14759.05,11.45,42.7,39398,25872,36599.84,0
GTA5-106843,31/08/2019,56,4,2,2,10,3,9,Summer,749,7886.97,10.53,47.3,17815,8922,8120.53,0
GTA5-106878,31/08/2019,57,4,2,2,8,3,9,Summer,580,6246.6,10.77,46.1,10089,6957,7976.33,0
GTA5-106833,31/08/2019,58,5,1,2,7,3,9,Summer,916,10744.68,11.73,41.3,17432,11790,6271.97,0
GTA5-106860,31/08/2019,59,2,2,2,8,3,9,Summer,186,2029.26,10.91,45.4,5524,3653,2611.07,0
GTA5-106868,31/08/2019,60,5,2,2,10,3,9,Summer,472,6433.36,13.63,31.8,13659,4976,15716.86,0
GTA5-106822,31/08/2019,61,5,4,2,10,3,9,Summer,302,2579.08,8.54,57.3,6953,4515,4012.86,0
GTA5-106910,31/08/2019,61,5,2,2,11,3,9,Summer,299,2942.16,9.84,50.8,6107,4604,3446.89,0
GTA5-106845,31/08/2019,62,5,1,2,7,3,9,Summer,929,9178.52,9.88,50.6,20643,16045,11772.7,0
GTA5-106831,31/08/2019,63,2,1,2,8,3,9,Summer,535,5761.95,10.77,46.1,19060,8765,12430.65,0
GTA5-106891,31/08/2019,64,4,2,2,8,3,9,Summer,494,6634.42,13.43,32.8,16567,5736,9362.69,0
GTA5-106889,31/08/2019,65,5,2,2,10,3,9,Summer,517,5159.66,9.98,50.1,14494,9718,9448.86,0
GTA5-106882,31/08/2019,66,3,2,2,11,3,9,Summer,701,7984.39,11.39,43,10973,6745,4966.85,0
GTA5-106870,31/08/2019,67,5,2,2,8,3,9,Summer,1472,16118.4,10.95,45.2,37799,23572,26788.96,0
GTA5-106838,31/08/2019,68,5,2,2,11,3,9,Summer,1179,11507.04,9.76,51.2,39590,21013,35036.66,0
GTA5-106862,31/08/2019,69,1,2,2,11,3,9,Summer,283,2739.44,9.68,51.6,9666,4951,7745.07,0
GTA5-106887,31/08/2019,70,3,1,2,10,3,9,Summer,975,10929.75,11.21,43.9,28923,10312,16337.17,0
GTA5-106879,31/08/2019,71,2,2,2,10,3,9,Summer,221,1913.86,8.66,56.7,4896,2947,2238.78,0
GTA5-106901,31/08/2019,72,3,2,2,11,3,9,Summer,298,3757.78,12.61,36.9,12284,7658,12712.86,0
GTA5-106849,31/08/2019,73,5,2,2,7,3,9,Summer,939,14131.95,15.05,24.7,18325,8953,12257.36,0
GTA5-106873,31/08/2019,74,1,2,2,11,3,9,Summer,991,11505.51,11.61,41.9,34267,15857,15673.96,0
GTA5-106829,31/08/2019,75,5,1,2,8,3,9,Summer,1912,23001.36,12.03,39.8,38035,13161,30992.54,0
GTA5-106893,31/08/2019,76,3,2,2,11,3,9,Summer,270,2289.6,8.48,57.6,7490,3087,6695.53,0
GTA5-106832,31/08/2019,77,4,2,2,11,3,9,Summer,915,10019.25,10.95,45.2,24084,8187,21082.33,0
GTA5-106836,31/08/2019,78,5,2,2,7,3,9,Summer,1010,11301.9,11.19,44,23025,11198,14033.49,0
GTA5-106867,31/08/2019,79,2,3,2,11,3,9,Summer,637,6541.99,10.27,48.6,21793,14518,11540.77,0
GTA5-106876,31/08/2019,80,2,1,2,8,3,9,Summer,578,6363.78,11.01,44.9,17131,9241,16334.29,0
GTA5-106837,31/08/2019,81,1,1,2,10,3,9,Summer,186,2029.26,10.91,45.4,3654,1775,3108.48,0
GTA5-106899,31/08/2019,82,3,3,2,9,3,9,Summer,852,8698.92,10.21,48.9,31378,12317,30788.12,0
GTA5-106852,31/08/2019,83,5,2,2,11,3,9,Summer,446,4705.3,10.55,47.2,11210,8176,3843.65,0
GTA5-106858,31/08/2019,84,3,4,2,10,3,9,Summer,1089,12512.61,11.49,42.5,22458,17408,14826.71,0
GTA5-106825,31/08/2019,85,3,1,2,8,3,9,Summer,2836,29182.44,10.29,48.5,82446,35449,37877.68,0
GTA5-106815,31/08/2019,86,1,2,2,11,3,9,Summer,3126,30509.76,9.76,51.2,101307,52106,63101.6,0
GTA5-106903,31/08/2019,86,3,2,2,7,3,9,Summer,3690,39962.7,10.83,45.8,117538,69235,65378.8,0
GTA5-106823,31/08/2019,87,1,2,2,7,3,9,Summer,76,734.16,9.66,51.7,2371,1417,1321.67,0
GTA5-106911,31/08/2019,87,3,4,2,11,3,9,Summer,106,1175.54,11.09,44.5,2974,1023,2356.34,0
GTA5-106890,31/08/2019,88,5,2,2,11,3,9,Summer,576,6572.16,11.41,42.9,22435,10837,17543.87,0
GTA5-106959,30/09/2019,1,1,2,2,8,3,1,Autumn,243,2860.11,11.77,41.1,6198,2489,2905.29,0
GTA5-106917,30/09/2019,2,4,1,2,8,3,1,Autumn,336,4082.4,12.15,39.2,10161,7716,8932.01,0
GTA5-107005,30/09/2019,2,4,1,2,7,3,1,Autumn,392,4511.92,11.51,42.4,11697,4969,6850.58,0
GTA5-106943,30/09/2019,3,4,2,2,9,3,1,Autumn,175,2178.75,12.45,37.7,4131,2849,3366.66,0
GTA5-106948,30/09/2019,4,5,1,2,7,3,1,Autumn,2135,18489.1,8.66,56.7,55895,40948,56593.38,0
GTA5-106992,30/09/2019,5,2,3,2,8,3,1,Autumn,480,5774.4,12.03,39.8,14729,5543,5432.42,0
GTA5-106991,30/09/2019,6,3,1,2,10,3,1,Autumn,286,3520.66,12.31,38.4,5731,4400,4289.42,0
GTA5-106944,30/09/2019,7,3,3,2,11,3,1,Autumn,357,4287.57,12.01,39.9,9466,3806,5193.83,0
GTA5-106942,30/09/2019,8,1,1,2,9,3,1,Autumn,237,2260.98,9.54,52.3,5827,2524,2736.93,0
GTA5-106955,30/09/2019,9,2,2,2,8,3,1,Autumn,701,6981.96,9.96,50.2,14806,5637,8966.12,0
GTA5-106916,30/09/2019,10,3,2,2,10,3,1,Autumn,1133,16235.89,14.33,28.3,33006,15800,25319.02,0
GTA5-107004,30/09/2019,10,2,1,2,8,3,1,Autumn,783,9998.91,12.77,36.1,20320,7330,11363.16,0
GTA5-106971,30/09/2019,11,3,2,2,11,3,1,Autumn,535,5285.8,9.88,50.6,10733,7447,8998.5,0
GTA5-106945,30/09/2019,12,1,1,2,7,3,1,Autumn,63,916.65,14.55,27.2,2126,935,1154.97,0
GTA5-106914,30/09/2019,13,5,1,2,9,3,1,Autumn,1228,13544.84,11.03,44.8,35266,15003,22418.29,0
GTA5-107002,30/09/2019,13,5,2,2,8,3,1,Autumn,1446,19043.82,13.17,34.1,42459,19140,33000.53,0
GTA5-107006,30/09/2019,14,2,1,2,8,3,1,Autumn,158,1799.62,11.39,43,6646,2462,3778.55,0
GTA5-106918,30/09/2019,14,4,2,2,7,3,1,Autumn,326,4423.82,13.57,32.1,8067,6450,5355.65,0
GTA5-106947,30/09/2019,15,1,1,2,10,3,1,Autumn,1713,18825.87,10.99,45,45239,24618,26036.91,0
GTA5-107007,30/09/2019,16,2,2,2,8,3,1,Autumn,317,3439.45,10.85,45.7,6357,3929,4307.15,0
GTA5-106919,30/09/2019,16,4,2,2,10,3,1,Autumn,260,3101.8,11.93,40.3,10149,4120,5043.97,0
GTA5-107000,30/09/2019,17,3,1,2,8,3,1,Autumn,310,3599.1,11.61,41.9,10402,5461,5784.24,0
GTA5-106990,30/09/2019,18,5,4,2,8,3,1,Autumn,297,3460.05,11.65,41.7,8507,4376,5757.42,0
GTA5-106946,30/09/2019,19,4,3,2,11,3,1,Autumn,603,8544.51,14.17,29.1,15576,8313,12881.61,0
GTA5-106932,30/09/2019,20,1,2,2,9,3,1,Autumn,554,6354.38,11.47,42.6,13613,6560,6272.64,0
GTA5-107010,30/09/2019,21,5,1,2,8,3,1,Autumn,87,999.63,11.49,42.5,4175,1478,3952.56,0
GTA5-106922,30/09/2019,21,4,1,2,8,3,1,Autumn,152,1646.16,10.83,45.8,2845,2247,1648.7,0
GTA5-106952,30/09/2019,22,4,4,1,3,3,1,Autumn,369,4276.71,11.59,42,16645,6197,16350.87,0
GTA5-106977,30/09/2019,23,4,2,2,10,3,1,Autumn,353,2640.44,7.48,62.6,7211,5668,4438.28,0
GTA5-106969,30/09/2019,24,2,3,2,7,3,1,Autumn,107,971.56,9.08,54.6,3594,2335,3512.41,0
